,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDJPY,PUT_USDJPY,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
288,288,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-12-20,20.12.2011,97741,CME,0,97,132006,362,63249,82,64602,10779,1331,47033,29458,137,1265,2630,0,114812,107666,17194,24340,-72812.0,-17755.0,-54888.0,-24358.0,777.0,208.0,495.0,-18295.0,19239.0,-11812.0,-887.0,780.0,0.0,-71835.0,-70336.0,-977.0,-2476.0,100,0.3,47.9,0.1,48.9,8.2,1.0,35.6,22.3,0.1,1.0,2.0,0.0,87.0,81.6,13.0,18.4,69,,12.0,,7.0,8.0,5.0,15.0,20.0,,,4.0,0.0,33.0,45.0,68.0,40.1,77.3,58.0,68.0,40.1,76.8,58.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.229765593338,SHORT,-0.988618320731,LONG,0.7140128149,LONG,2011-12-26,516.54,-6144.46,-0.254548128296,516.54,122559.34,-0.00339951666998,-0.985257496269,-0.766724541933,516.54,87668.74,0.115233308462,0.453785888186,516.54,111299.72
289,289,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-12-27,27.12.2011,97741,CME,0,97,132557,167,58699,339,65557,11037,1491,48339,32683,136,1310,2552,0,117339,106937,15218,25620,551.0,-195.0,-4550.0,257.0,955.0,258.0,160.0,1306.0,3225.0,-1.0,45.0,-78.0,0.0,2527.0,-729.0,-1976.0,1280.0,100,0.1,44.3,0.3,49.5,8.3,1.1,36.5,24.7,0.1,1.0,1.9,0.0,88.5,80.7,11.5,19.3,75,,13.0,,7.0,8.0,5.0,17.0,23.0,,,4.0,0.0,34.0,49.0,68.3,37.3,77.9,53.6,68.3,37.3,77.2,53.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.193231467996,SHORT,-0.994326096558,LONG,0.711805102227,LONG,2012-01-02,1050.92,923.87,-0.005707775827,1050.92,123610.26,-0.00340816808622,-0.990937266088,-0.988919783627,1050.92,88719.66,0.110807454577,0.468642685604,1050.92,112350.64
290,290,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-01-03,03.01.2012,97741,CME,0,97,158719,637,72126,84,66076,10700,1041,68131,46202,125,1230,2222,0,137324,132500,21395,26219,26162.0,470.0,13427.0,-255.0,519.0,-337.0,-450.0,19792.0,13519.0,-11.0,-80.0,-330.0,0.0,19985.0,25563.0,6177.0,599.0,100,0.4,45.4,0.1,41.6,6.7,0.7,42.9,29.1,0.1,0.8,1.4,0.0,86.5,83.5,13.5,16.5,84,,15.0,,9.0,7.0,4.0,24.0,22.0,,,,0.0,44.0,49.0,62.5,50.5,71.3,63.0,62.5,50.5,70.7,63.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.191799393001,SHORT,-0.982491101247,LONG,0.721267062624,LONG,2012-01-09,844.46,724.04,0.011834995311,844.46,124454.72,-0.0275860362526,-0.95538806611,-0.9892641526,844.46,89564.12,0.159083254297,0.469250108648,844.46,113195.1
291,291,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-01-10,10.01.2012,97741,CME,0,97,163533,638,73601,85,65056,10842,1094,72333,49153,170,750,2252,0,140126,137197,23407,26336,4814.0,1.0,1475.0,1.0,-1020.0,142.0,53.0,4202.0,2951.0,45.0,-480.0,30.0,0.0,2802.0,4697.0,2012.0,117.0,100,0.4,45.0,0.1,39.8,6.6,0.7,44.2,30.1,0.1,0.5,1.4,0.0,85.7,83.9,14.3,16.1,85,,17.0,,8.0,8.0,4.0,27.0,19.0,,,,0.0,45.0,48.0,61.7,49.9,70.2,61.4,61.7,49.9,69.6,61.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.190803878636,SHORT,-0.982812268484,LONG,0.714300772089,LONG,2012-01-16,799.98,671.46,-0.000321167237,799.98,125254.7,-0.00345029792956,-0.979421273349,-0.98209202362,799.98,90364.1,0.145741306296,0.473539363631,799.98,113995.08
292,292,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-01-17,17.01.2012,97741,CME,0,97,168070,597,76658,150,65833,10776,1089,74036,52602,176,750,2203,0,142631,143654,25439,24416,4537.0,-41.0,3057.0,65.0,777.0,-66.0,-5.0,1703.0,3449.0,6.0,0.0,-49.0,0.0,2505.0,6457.0,2032.0,-1920.0,100,0.4,45.6,0.1,39.2,6.4,0.6,44.1,31.3,0.1,0.4,1.3,0.0,84.9,85.5,15.1,14.5,89,,19.0,4.0,8.0,8.0,4.0,26.0,23.0,,,,0.0,45.0,54.0,60.0,47.6,69.0,59.2,60.0,47.6,68.5,59.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.169254094348,SHORT,-0.984544689664,LONG,0.71867535146,LONG,2012-01-23,829.2,-622.88,-0.00173242118,829.2,126083.9,-0.0017124927955,-0.982858663976,-0.982818299898,829.2,91193.3,0.135319592067,0.0964090158318,0.0,113995.08
293,293,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-01-24,24.01.2012,97741,CME,0,97,152061,597,61506,186,65802,10329,1028,61327,47906,231,1841,1123,0,131012,122309,21049,29752,-16009.0,0.0,-15152.0,36.0,-31.0,-447.0,-61.0,-12709.0,-4696.0,55.0,1091.0,-1080.0,0.0,-11619.0,-21345.0,-4390.0,5336.0,100,0.4,40.4,0.1,43.3,6.8,0.7,40.3,31.5,0.2,1.2,0.7,0.0,86.2,80.4,13.8,19.6,89,,17.0,5.0,8.0,8.0,,19.0,29.0,6.0,,,0.0,43.0,60.0,64.2,41.9,73.3,52.0,64.1,41.9,72.7,51.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.122865800628,SHORT,-0.980773875658,LONG,0.728651928912,LONG,2012-01-30,911.68,834.91,0.003770814006,911.68,126995.58,-0.00287540426188,-0.977953754276,-0.983687868064,911.68,92104.98,0.126922078001,0.0963124806413,0.0,113995.08
294,294,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-01-31,31.01.2012,97741,CME,0,97,172967,1782,73664,557,65034,10058,1045,76797,54093,262,750,2940,0,146227,142619,26740,30348,20906.0,1185.0,12158.0,371.0,-768.0,-271.0,17.0,15470.0,6187.0,31.0,-1091.0,1817.0,0.0,15215.0,20310.0,5691.0,596.0,100,1.0,42.6,0.3,37.6,5.8,0.6,44.4,31.3,0.2,0.4,1.7,0.0,84.5,82.5,15.5,17.5,94,,19.0,4.0,8.0,8.0,4.0,20.0,29.0,4.0,,7.0,0.0,42.0,64.0,62.7,42.4,71.0,53.9,62.7,42.4,70.6,53.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.173458629383,SHORT,-0.952760915092,LONG,0.732115271933,LONG,2012-02-06,-2736.67,840.06,0.028012960566,-2736.67,124258.91,-0.00300705962568,-0.949895906211,-0.97675973963,-2736.67,89368.31,0.1202106716,0.153749060427,-2736.67,111258.41
295,295,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-02-07,07.02.2012,97741,CME,0,97,178512,1881,75448,581,66621,7189,958,81094,60817,377,750,1942,0,152262,147312,26250,31200,5545.0,99.0,1784.0,24.0,1587.0,-2869.0,-87.0,4297.0,6724.0,115.0,0.0,-998.0,0.0,6035.0,4693.0,-490.0,852.0,100,1.1,42.3,0.3,37.3,4.0,0.5,45.4,34.1,0.2,0.4,1.1,0.0,85.3,82.5,14.7,17.5,106,,21.0,4.0,9.0,6.0,,26.0,36.0,6.0,,4.0,0.0,48.0,70.0,61.6,40.6,69.1,52.4,61.6,40.6,68.6,52.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.142885329538,SHORT,-0.951350722239,LONG,0.80520254708,LONG,2012-02-13,-13741.37,762.16,0.001410192853,-13741.37,110517.54,-0.00245526456354,-0.949014904523,-0.952273933718,-13741.37,75626.94,0.114838608105,0.152478819293,-13741.37,97517.04
296,296,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-02-14,14.02.2012,97741,CME,0,97,153683,3093,52247,1332,65577,6833,538,60802,53826,749,1279,2785,0,133370,118310,20313,35373,-24829.0,1212.0,-23201.0,751.0,-1044.0,-356.0,-420.0,-20292.0,-6991.0,372.0,529.0,843.0,0.0,-18892.0,-29002.0,-5937.0,4173.0,100,2.0,34.0,0.9,42.7,4.4,0.4,39.6,35.0,0.5,0.8,1.8,0.0,86.8,77.0,13.2,23.0,98,,18.0,6.0,9.0,5.0,,17.0,38.0,6.0,,6.0,0.0,43.0,69.0,61.9,30.7,70.5,42.6,61.9,30.7,70.2,42.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.0608577310954,SHORT,-0.888218286953,LONG,0.811269161718,LONG,2012-02-20,1132.35,957.07,0.063132435286,1132.35,111649.89,-2.20338397409e-05,-0.888198716094,-0.94314096144,1132.35,76759.29,0.111248426701,0.227368529006,1132.35,98649.39
297,297,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-02-21,21.02.2012,97741,CME,0,97,150551,8073,40159,1333,64710,6444,536,58102,58335,805,1180,3474,0,134739,111086,15812,39465,-3132.0,4980.0,-12088.0,1.0,-867.0,-389.0,-2.0,-2700.0,4509.0,56.0,-99.0,689.0,0.0,1369.0,-7224.0,-4501.0,4092.0,100,5.4,26.7,0.9,43.0,4.3,0.4,38.6,38.7,0.5,0.8,2.3,0.0,89.5,73.8,10.5,26.2,106,7.0,14.0,6.0,9.0,5.0,,21.0,41.0,7.0,,7.0,0.0,48.0,73.0,59.5,23.8,68.6,34.7,59.5,23.8,68.2,34.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.00200108213025,LONG,-0.665242992204,LONG,0.81887174298,LONG,2012-02-27,1363.86,1260.76,0.222975294749,1363.86,113013.75,-0.00257347075186,-0.663531008821,-0.859008940796,1363.86,78123.15,0.107565179934,0.42317028629,1363.86,100013.25
298,298,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-02-28,28.02.2012,97741,CME,0,97,148310,18353,30246,1818,63850,8117,564,47777,59593,1584,1676,3876,2,135624,105800,12686,42510,-2241.0,10280.0,-9913.0,485.0,-860.0,1673.0,28.0,-10325.0,1258.0,779.0,496.0,402.0,2.0,885.0,-5286.0,-3126.0,3045.0,100,12.4,20.4,1.2,43.1,5.5,0.4,32.2,40.2,1.1,1.1,2.6,0.0,91.4,71.3,8.6,28.7,108,7.0,14.0,6.0,9.0,7.0,,20.0,40.0,8.0,,8.0,,51.0,75.0,51.6,20.8,66.8,31.1,51.6,20.8,66.8,31.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.110049362019,LONG,-0.244716969485,LONG,0.774424388956,LONG,2012-03-05,1352.87,1253.16,0.420526022719,1352.87,114366.62,0.00358220705991,-0.245593596341,-0.610688570742,1352.87,79476.02,0.108541093976,0.581046962384,1352.87,101366.12
299,299,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-03-06,06.03.2012,97741,CME,0,97,147952,30005,26417,8671,63344,9757,670,29578,53323,3217,750,2421,4,136239,104480,11713,43472,-358.0,11652.0,-3829.0,6853.0,-506.0,1640.0,106.0,-18199.0,-6270.0,1633.0,-926.0,-1455.0,2.0,615.0,-1320.0,-973.0,962.0,100,20.3,17.9,5.9,42.8,6.6,0.5,20.0,36.0,2.2,0.5,1.6,0.0,92.1,70.6,7.9,29.4,105,8.0,13.0,10.0,8.0,8.0,,17.0,44.0,9.0,,6.0,,49.0,79.0,54.8,15.0,67.7,26.0,51.9,14.8,64.7,24.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.286425977974,LONG,0.0635922158023,SHORT,0.733054267383,LONG,2012-03-12,-93.29,1469.97,0.308309185287,1469.97,115836.59,0.0200603173945,0.0648678958351,-0.204470936993,-93.29,79382.73,0.146175702496,0.521115970809,1469.97,102836.09
300,300,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-03-13,13.03.2012,97741,CME,0,97,196396,47574,25360,31075,64153,8630,704,25032,61537,15389,750,2440,0,184677,145135,11719,51261,48444.0,17569.0,-1057.0,22404.0,809.0,-1127.0,34.0,-4546.0,8214.0,12172.0,0.0,19.0,-4.0,48438.0,40655.0,6.0,7789.0,100,24.2,12.9,15.8,32.7,4.4,0.4,12.7,31.3,7.8,0.4,1.2,0.0,94.0,73.9,6.0,26.1,102,10.0,13.0,10.0,8.0,7.0,,12.0,47.0,11.0,,4.0,0.0,47.0,79.0,54.9,17.8,69.8,30.9,46.2,11.9,57.8,18.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.421686746988,LONG,0.304576740615,SHORT,0.762856711045,LONG,2012-03-19,1284.33,1297.01,0.240984524813,1297.01,117133.6,0.0450290379657,0.318291538232,0.0967031277181,0.0,79382.73,0.23902631527,0.401545974651,1297.01,104133.1
301,301,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-03-20,20.03.2012,97741,CME,0,97,139769,27059,17859,34,63494,9023,699,35286,63689,16,1080,2378,0,127668,93698,12101,46071,-56627.0,-20515.0,-7501.0,-31041.0,-659.0,393.0,-5.0,10254.0,2152.0,-15373.0,330.0,-62.0,0.0,-57009.0,-51437.0,382.0,-5190.0,100,19.4,12.8,0.0,45.4,6.5,0.5,25.2,45.6,0.0,0.8,1.7,0.0,91.3,67.0,8.7,33.0,98,8.0,8.0,,8.0,8.0,,14.0,45.0,,,5.0,0.0,35.0,69.0,57.4,25.0,72.4,35.2,57.4,25.0,72.4,35.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.286971457439,LONG,0.20481766775,SHORT,0.751148006674,LONG,2012-03-26,1414.29,1507.97,-0.099759072865,1507.97,118641.57,0.0375909288119,0.212516954118,0.29260896837,1507.97,80890.7,0.256207973242,0.491623716793,1507.97,105641.07
302,302,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-03-27,27.03.2012,97741,CME,0,97,145497,57357,9918,140,63750,9788,696,11172,74671,58,910,2338,0,134083,97609,11414,47888,5728.0,30298.0,-7941.0,106.0,256.0,765.0,-3.0,-24114.0,10982.0,42.0,-170.0,-40.0,0.0,6415.0,3911.0,-687.0,1817.0,100,39.4,6.8,0.1,43.8,6.7,0.5,7.7,51.3,0.0,0.6,1.6,0.0,92.2,67.1,7.8,32.9,104,10.0,7.0,,8.0,9.0,,14.0,49.0,,,5.0,0.0,37.0,74.0,53.6,29.0,70.9,37.6,53.6,29.0,70.8,37.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.739710867514,LONG,0.705150501672,SHORT,0.733797492453,LONG,2012-04-02,1541.35,1615.61,0.500332833922,1615.61,120257.18,0.031826414374,0.727592913734,0.272778449728,1615.61,82506.31,0.251374371405,0.547828286315,1615.61,107256.68
303,303,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-04-03,03.04.2012,97741,CME,0,97,150382,57721,14156,141,64293,9167,869,15910,73151,146,500,2580,0,139580,100210,10802,50172,4885.0,364.0,4238.0,1.0,543.0,-621.0,173.0,4738.0,-1520.0,88.0,-410.0,242.0,0.0,5497.0,2601.0,-612.0,2284.0,100,38.4,9.4,0.1,42.8,6.1,0.6,10.6,48.6,0.1,0.3,1.7,0.0,92.8,66.6,7.2,33.4,93,10.0,7.0,,8.0,8.0,,16.0,39.0,,,4.0,0.0,38.0,61.0,52.9,34.9,68.7,43.5,52.9,34.9,68.7,43.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.642716789616,LONG,0.606104873604,SHORT,0.750421998366,LONG,2012-04-09,1460.73,1521.09,-0.099045628068,1521.09,121778.27,-0.011580108065,0.599086113669,0.691362131232,1521.09,84027.4,0.225384776739,0.583781578854,1521.09,108777.77
304,304,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-04-10,10.04.2012,97741,CME,0,97,150875,55399,13528,493,66179,9721,792,16904,76439,189,569,2923,0,140525,104085,10350,46790,493.0,-2322.0,-628.0,352.0,1886.0,554.0,-77.0,994.0,3288.0,43.0,69.0,343.0,0.0,945.0,3875.0,-452.0,-3382.0,100,36.7,9.0,0.3,43.9,6.4,0.5,11.2,50.7,0.1,0.4,1.9,0.0,93.1,69.0,6.9,31.0,93,10.0,7.0,,8.0,8.0,,17.0,36.0,,,5.0,0.0,40.0,59.0,54.0,36.7,67.9,46.0,53.7,36.7,67.6,46.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.637808941217,LONG,0.607468771309,SHORT,0.743847167325,LONG,2012-04-16,1108.55,1086.08,0.001363897705,1086.08,122864.35,0.0615396512545,0.644852187643,0.611142024429,1086.08,85113.48,0.311995363726,0.632165040334,1086.08,109863.85
305,305,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-04-17,17.04.2012,97741,CME,0,97,144168,49882,16952,493,66051,9662,1023,16398,69966,136,1019,2932,0,135002,101164,9166,43004,-6707.0,-5517.0,3424.0,0.0,-128.0,-59.0,231.0,-506.0,-6473.0,-53.0,450.0,9.0,0.0,-5523.0,-2921.0,-1184.0,-3786.0,100,34.6,11.8,0.3,45.8,6.7,0.7,11.4,48.5,0.1,0.7,2.0,0.0,93.6,70.2,6.4,29.8,93,9.0,8.0,,8.0,8.0,,14.0,38.0,,,5.0,0.0,38.0,62.0,56.7,35.0,70.9,43.6,56.7,35.0,70.6,43.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.620258441017,LONG,0.492713289643,SHORT,0.744773024448,LONG,2012-04-23,1499.8,-1966.66,-0.114755481666,-1966.66,120897.69,-0.00891380842247,0.488321337772,0.591979604949,-1966.66,83146.82,0.274428672215,0.629910540416,-1966.66,107897.19
306,306,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-04-24,24.04.2012,97741,CME,0,97,137636,45075,18731,512,65856,9885,1007,13629,63317,145,508,2697,0,126732,96294,10904,41342,-6532.0,-4807.0,1779.0,19.0,-195.0,223.0,-16.0,-2769.0,-6649.0,9.0,-511.0,-235.0,0.0,-8270.0,-4870.0,1738.0,-1662.0,100,32.7,13.6,0.4,47.8,7.2,0.7,9.9,46.0,0.1,0.4,2.0,0.0,92.1,70.0,7.9,30.0,89,9.0,8.0,,8.0,8.0,,12.0,37.0,,,5.0,0.0,36.0,61.0,60.4,35.2,72.7,43.4,60.4,35.2,72.4,43.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.645751566033,LONG,0.412876531988,SHORT,0.738978888581,LONG,2012-04-30,1247.0,1200.58,-0.079836757655,1200.58,122098.27,0.00212729775944,0.413754843309,0.48244869162,1200.58,84347.4,0.239513114892,0.301208337192,1200.58,109097.77
307,307,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-01,01.05.2012,97741,CME,0,97,140349,46725,23036,545,65833,9085,847,13797,60418,199,554,1658,0,128500,95788,11849,44561,2713.0,1650.0,4305.0,33.0,-23.0,-800.0,-160.0,168.0,-2899.0,54.0,46.0,-1039.0,0.0,1768.0,-506.0,945.0,3219.0,100,33.3,16.4,0.4,46.9,6.5,0.6,9.8,43.0,0.1,0.4,1.2,0.0,91.6,68.2,8.4,31.8,85,8.0,9.0,,9.0,7.0,,14.0,33.0,,,,0.0,37.0,56.0,58.9,32.4,72.6,41.8,58.9,32.4,72.3,41.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.628188371623,LONG,0.339573687304,SHORT,0.757468165194,LONG,2012-05-07,1071.71,962.47,-0.073302844684,962.47,123060.74,-0.0109732423825,0.335847462926,0.40286275301,962.47,85309.87,0.217914838359,0.292888734726,962.47,110060.24
308,308,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-08,08.05.2012,97741,CME,0,97,141842,37786,33279,200,64759,9659,825,13117,52164,220,10867,2768,0,127774,99115,14068,42727,1493.0,-8939.0,10243.0,-345.0,-1074.0,574.0,-22.0,-680.0,-8254.0,21.0,10313.0,1110.0,0.0,-726.0,3327.0,2219.0,-1834.0,100,26.6,23.5,0.1,45.7,6.8,0.6,9.2,36.8,0.2,7.7,2.0,0.0,90.1,69.9,9.9,30.1,77,8.0,8.0,,8.0,7.0,,13.0,27.0,,,4.0,0.0,34.0,49.0,57.7,33.1,70.7,46.2,57.7,33.1,70.5,46.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.598137283436,LONG,0.0634208119327,SHORT,0.74041226585,LONG,2012-05-14,953.68,874.58,-0.276152875371,874.58,123935.32,-0.00744253590395,0.0629488002628,0.303612451989,874.58,86184.45,0.196847797581,0.41423853294,874.58,110934.82
309,309,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-15,15.05.2012,97741,CME,0,97,139275,35173,36564,200,63052,10195,808,15517,46525,281,11202,2367,0,126233,96940,13042,42335,-2567.0,-2613.0,3285.0,0.0,-1707.0,536.0,-17.0,2400.0,-5639.0,61.0,335.0,-401.0,0.0,-1541.0,-2175.0,-1026.0,-392.0,100,25.3,26.3,0.1,45.3,7.3,0.6,11.1,33.4,0.2,8.0,1.7,0.0,90.6,69.6,9.4,30.4,83,8.0,8.0,,8.0,7.0,,16.0,30.0,4.0,,4.0,0.0,38.0,53.0,57.6,33.5,70.2,45.7,57.6,33.5,70.0,45.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.499790464524,LONG,-0.019390272802,LONG,0.721626824307,LONG,2012-05-21,1005.42,949.85,-0.0828110847347,1005.42,124940.74,-0.00697779402995,-0.0192549714722,0.0526729600901,0.0,86184.45,0.17922883265,0.422102337377,1005.42,111940.24
310,310,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-22,22.05.2012,97741,CME,0,97,142168,33944,44695,1380,62700,9844,756,16839,42473,228,11007,2387,0,126854,101763,15314,40405,2893.0,-1229.0,8131.0,1180.0,-352.0,-351.0,-52.0,1322.0,-4052.0,-53.0,-195.0,20.0,0.0,621.0,4823.0,2272.0,-1930.0,100,23.9,31.4,1.0,44.1,6.9,0.5,11.8,29.9,0.2,7.7,1.7,0.0,89.2,71.6,10.8,28.4,78,6.0,11.0,,8.0,6.0,,16.0,24.0,,,5.0,0.0,35.0,50.0,56.3,34.6,68.9,49.2,56.0,34.6,67.9,49.2,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.432189101699,LONG,-0.136713335622,LONG,0.72860608734,LONG,2012-05-28,1029.5,-5512.98,-0.11732306282,1029.5,125970.24,-0.0309373011573,-0.132483793986,-0.0340924305559,0.0,86184.45,0.2074779341,0.412568877047,1029.5,112969.74
311,311,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-05-29,29.05.2012,97741,CME,0,97,140684,31944,49238,1438,62797,9937,775,17918,38537,196,10344,2446,36,125448,102603,15236,38081,-1484.0,-2000.0,4543.0,58.0,97.0,93.0,19.0,1079.0,-3936.0,-32.0,-663.0,59.0,36.0,-1406.0,840.0,-78.0,-2324.0,100,22.7,35.0,1.0,44.6,7.1,0.6,12.7,27.4,0.1,7.4,1.7,0.0,89.2,72.9,10.8,27.1,80,6.0,11.0,,8.0,6.0,,16.0,26.0,,,5.0,,35.0,52.0,56.0,36.1,68.9,48.6,56.0,36.1,67.6,48.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.365228943406,LONG,-0.213027518415,LONG,0.726757774906,LONG,2012-06-04,-429.11,1142.98,-0.076314182793,-429.11,125541.13,-0.00937425523744,-0.211030544085,-0.146374572722,-429.11,85755.34,0.188741529533,0.411098507876,-429.11,112540.63
312,312,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2012-06-05,05.06.2012,97741,CME,0,97,169663,31069,66944,6854,61841,8715,670,33970,47536,961,10132,2497,36,145533,134213,24130,35450,28979.0,-875.0,17706.0,5416.0,-956.0,-1222.0,-105.0,16052.0,8999.0,765.0,-212.0,51.0,0.0,20085.0,31610.0,8894.0,-2631.0,100,18.3,39.5,4.0,36.4,5.1,0.4,20.0,28.0,0.6,6.0,1.5,0.0,85.8,79.1,14.2,20.9,83,6.0,14.0,5.0,9.0,6.0,,21.0,19.0,7.0,,5.0,,46.0,53.0,45.9,45.2,59.2,56.5,44.5,45.2,56.6,56.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.166441734351,LONG,-0.366022874517,LONG,0.752962186065,LONG,2012-06-11,1430.35,1238.86,-0.152995356102,1430.35,126971.48,-0.0137843723477,-0.360977478927,-0.232261013282,1430.35,87185.69,0.178023161697,0.252435413625,1430.35,113970.98
